relative_path,phase,status,translation_block_count,string_dialogue_count,source_word_estimate,count_reference_language,present_in_languages,structure_variance,source_upstream_baseline_sha,notes
code/scenes/it_office/ns/sm1cs-ns011i.rpy,Phase 6,not started,9,9,33,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/it_office/ns/sm1cs-ns012.rpy,Phase 6,not started,313,332,1978,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/it_office/ns/sm1cs-ns012i.rpy,Phase 6,not started,11,12,60,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/it_office/ns/sm1cs-ns013.rpy,Phase 6,not started,400,409,2210,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/it_office/ns/sm1cs-ns013i.rpy,Phase 6,not started,4,4,17,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/it_office/ns/sm1cs-ns014.rpy,Phase 6,not started,199,209,1592,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/it_office/sm1fs-i001.rpy,Phase 6,not started,104,105,854,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/it_office/sm1fs-i002.rpy,Phase 6,not started,103,110,1006,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/it_office/sm1fs-i003.rpy,Phase 6,not started,169,171,1641,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/it_office/sm1fs-i004.rpy,Phase 6,not started,122,128,1129,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/it_office/sm1fs-i005.rpy,Phase 6,not started,269,272,1597,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms001-02.rpy,Phase 4,not started,14,14,115,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms001.rpy,Phase 4,not started,89,89,929,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms002.rpy,Phase 4,not started,41,42,327,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms002_it.rpy,Phase 4,not started,56,57,456,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms002_t.rpy,Phase 4,not started,41,41,429,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms003.rpy,Phase 4,not started,102,108,621,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms004.rpy,Phase 4,not started,100,100,983,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms005.rpy,Phase 4,not started,148,151,972,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms005_01i.rpy,Phase 4,not started,8,8,47,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms005_02i.rpy,Phase 4,not started,11,13,82,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms006.rpy,Phase 4,not started,116,116,864,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms007.rpy,Phase 4,not started,98,101,907,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms007_01i.rpy,Phase 4,not started,6,7,41,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms008.rpy,Phase 4,not started,153,158,1625,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms008_01i.rpy,Phase 4,not started,11,11,104,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms009.rpy,Phase 4,not started,469,470,3660,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms009_01i.rpy,Phase 4,not started,4,4,26,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms010.rpy,Phase 4,not started,196,207,1414,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms010i.rpy,Phase 4,not started,4,4,25,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms011-01i.rpy,Phase 4,not started,42,45,415,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms011-02i.rpy,Phase 4,not started,51,51,479,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms011.rpy,Phase 4,not started,14,14,106,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms011_it.rpy,Phase 4,not started,82,89,899,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms011_t.rpy,Phase 4,not started,57,57,529,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms012.rpy,Phase 4,not started,123,123,1056,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms012i.rpy,Phase 4,not started,7,7,28,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms013.rpy,Phase 4,not started,210,210,1744,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms013i.rpy,Phase 4,not started,12,12,57,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms014.rpy,Phase 4,not started,177,178,1549,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms014i.rpy,Phase 4,not started,2,2,15,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms015.rpy,Phase 4,not started,151,151,1169,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms016.rpy,Phase 4,not started,148,148,1193,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms017.rpy,Phase 4,not started,114,114,757,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms018.rpy,Phase 4,not started,114,114,894,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms019.rpy,Phase 4,not started,190,191,1722,italian,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms019i.rpy,Phase 4,not started,3,3,16,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms020.rpy,Phase 4,not started,215,220,1802,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms021.rpy,Phase 4,not started,108,108,1030,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms021i.rpy,Phase 4,not started,13,13,87,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms022.rpy,Phase 4,not started,284,284,2260,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms022i.rpy,Phase 4,not started,11,13,64,turkish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms023.rpy,Phase 4,not started,52,55,391,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms023_02.rpy,Phase 4,not started,65,65,423,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms023_02i.rpy,Phase 4,not started,6,6,25,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms023i.rpy,Phase 4,not started,4,4,20,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms024.rpy,Phase 4,not started,140,140,1058,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms024i.rpy,Phase 4,not started,5,5,10,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms025.rpy,Phase 4,not started,147,147,1160,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms025i.rpy,Phase 4,not started,4,4,18,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms026.rpy,Phase 4,not started,148,155,1220,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms026i.rpy,Phase 4,not started,13,20,107,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms027.rpy,Phase 4,not started,63,63,511,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms028.rpy,Phase 4,not started,166,170,1250,chinese,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms029.rpy,Phase 4,not started,1134,1150,6928,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms029_1.rpy,Phase 4,not started,275,275,1795,turkish,turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms029_2.rpy,Phase 4,not started,279,279,1630,turkish,turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms029_3.rpy,Phase 4,not started,275,275,1497,turkish,turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms029_4.rpy,Phase 4,not started,280,296,1862,chinese,turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms029i.rpy,Phase 4,not started,6,6,28,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/main_story/sm1ms030.rpy,Phase 4,not started,132,132,886,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s01.rpy,Phase 6,not started,157,157,1008,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s02.rpy,Phase 6,not started,333,336,2058,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s02i.rpy,Phase 6,not started,9,9,54,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s03_1.rpy,Phase 6,not started,74,74,437,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s03_1i.rpy,Phase 6,not started,8,8,39,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s03_2.rpy,Phase 6,not started,332,338,1922,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s04.rpy,Phase 6,not started,130,130,1106,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s04_2i.rpy,Phase 6,not started,3,3,23,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s04i.rpy,Phase 6,not started,13,13,132,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s05.rpy,Phase 6,not started,264,269,1532,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s05i.rpy,Phase 6,not started,6,6,48,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s06.rpy,Phase 6,not started,273,275,1687,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s06i.rpy,Phase 6,not started,5,5,20,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s07.rpy,Phase 6,not started,40,40,307,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s07_2.rpy,Phase 6,not started,152,157,1161,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s07i.rpy,Phase 6,not started,4,4,13,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s08.rpy,Phase 6,not started,300,300,2187,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s09.rpy,Phase 6,not started,326,326,2137,portuguese,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s10.rpy,Phase 6,not started,138,138,895,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie01/sm1mv01s11i.rpy,Phase 6,not started,19,19,159,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s01.rpy,Phase 6,not started,93,97,769,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s02.rpy,Phase 6,not started,75,75,761,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s02_01i.rpy,Phase 6,not started,15,15,141,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s02_02i.rpy,Phase 6,not started,19,19,156,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s02i.rpy,Phase 6,not started,8,8,39,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s03_1.rpy,Phase 6,not started,91,91,651,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s03_1i.rpy,Phase 6,not started,2,2,20,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s03_2.rpy,Phase 6,not started,93,93,657,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s03_2i.rpy,Phase 6,not started,4,4,28,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s03i.rpy,Phase 6,not started,8,8,61,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s04.rpy,Phase 6,not started,209,213,1738,italian,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s04i.rpy,Phase 6,not started,6,6,36,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s05.rpy,Phase 6,not started,399,405,3163,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s05_1i.rpy,Phase 6,not started,8,8,80,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s05i.rpy,Phase 6,not started,11,11,72,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s06.rpy,Phase 6,not started,209,209,1587,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s06i.rpy,Phase 6,not started,4,4,23,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s07a.rpy,Phase 6,not started,243,247,1621,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s07a_1i.rpy,Phase 6,not started,13,13,109,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s07a_2i.rpy,Phase 6,not started,24,24,168,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s07b.rpy,Phase 6,not started,264,264,2058,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s07b_1i.rpy,Phase 6,not started,10,10,148,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s07b_2i.rpy,Phase 6,not started,6,6,90,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s08.rpy,Phase 6,not started,199,200,1110,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s08_1i.rpy,Phase 6,not started,13,13,82,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s08i.rpy,Phase 6,not started,13,13,99,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s09.rpy,Phase 6,not started,286,286,1843,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s09i.rpy,Phase 6,not started,3,3,21,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s10.rpy,Phase 6,not started,269,273,1784,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/movies/movie02/sm1mv02s10i.rpy,Phase 6,not started,7,7,59,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/dvh/sm1cs-dvh001.rpy,Phase 6,not started,87,88,923,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/dvh/sm1cs-dvh002.rpy,Phase 6,not started,116,116,1079,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/dvh/sm1cs-dvh003.rpy,Phase 6,not started,63,64,761,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/km/sm1cs-km001.rpy,Phase 6,not started,89,95,651,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/km/sm1cs-km001i.rpy,Phase 6,not started,11,11,72,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/km/sm1cs-km002.rpy,Phase 6,not started,75,80,720,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/km/sm1cs-km003-2.rpy,Phase 6,not started,109,111,982,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/km/sm1cs-km003-2i.rpy,Phase 6,not started,46,53,421,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/km/sm1cs-km003.rpy,Phase 6,not started,46,46,325,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/km/sm1cs-km004.rpy,Phase 6,not started,272,278,1924,chinese,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/km/sm1cs-km004i.rpy,Phase 6,not started,6,6,47,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/km/sm1cs-km005.rpy,Phase 6,not started,224,226,1636,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/km/sm1cs-km006-1i.rpy,Phase 6,not started,11,11,96,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/km/sm1cs-km006-2i.rpy,Phase 6,not started,11,11,75,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/km/sm1cs-km006.rpy,Phase 6,not started,570,579,4032,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/theatre/sm1fs-t001.rpy,Phase 6,not started,202,204,1404,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
