relative_path,phase,status,translation_block_count,string_dialogue_count,source_word_estimate,count_reference_language,present_in_languages,structure_variance,source_upstream_baseline_sha,notes
code/data/quick_interactions/wurst_delivery/q-inter-nr.rpy,Phase 3,not started,33,33,256,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/data/renpy/defaults.rpy,Phase 3,not started,1,1,1,italian,italian,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/debug/storyline_config.rpy,Phase 2,not started,1,1,1,deutsch,deutsch;spanish;portuguese;turkish,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/functions/functions.rpy,Phase 2,not started,1,3,3,deutsch,deutsch;italian;french;spanish;portuguese;turkish,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/functions/init.rpy,Phase 2,not started,1,1,1,french,french,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/functions/release_1.rpy,Phase 2,not started,1,1,6,french,french,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/hints.rpy,Phase 2,not started,1,136,850,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/live_chat/live_chat.rpy,Phase 3,not started,1,4,26,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/live_chat/live_chat_auth.rpy,Phase 3,not started,1,12,90,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/live_chat/live_chat_helpers.rpy,Phase 3,not started,1,2,8,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/live_chat/live_chat_storage.rpy,Phase 3,not started,1,3,10,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/live_chat/live_chat_ui.rpy,Phase 3,not started,2,27,115,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/minigames/nonogram/nonogram_game.rpy,Phase 3,not started,1,5,22,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/minigames/nonogram/nonogram_tutorial.rpy,Phase 3,not started,1,5,403,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/minigames/simon_says/simon_says.rpy,Phase 3,not started,1,1,1,french,french,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/minigames/simon_says/simon_says_game.rpy,Phase 3,not started,3,7,20,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/minigames/wurst_delivery/wurst_delivery_class.rpy,Phase 3,not started,2,2,9,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/minigames/wurst_delivery/wurst_delivery_game.rpy,Phase 3,not started,1,1,3,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/minigames/wurst_delivery/wurst_delivery_labels.rpy,Phase 3,not started,2,2,12,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/config/options.rpy,Phase 2,not started,2,2,6,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/labels/actions.rpy,Phase 2,not started,1,30,136,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/labels/labels.rpy,Phase 2,not started,2,2,3,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/labels/vn_mode.rpy,Phase 2,not started,2,2,25,spanish,spanish,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/character.rpy,Phase 2,not started,2,5,6,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/difficulity.rpy,Phase 2,not started,3,14,58,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/faction_it.rpy,Phase 2,not started,2,8,19,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/faction_th.rpy,Phase 2,not started,2,6,15,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/gallery.rpy,Phase 2,not started,1,12,16,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/game_menus.rpy,Phase 2,not started,1,16,21,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/info.rpy,Phase 2,not started,2,12,78,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/interaction.rpy,Phase 2,not started,1,1,1,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/language.rpy,Phase 2,not started,1,1,2,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/lovense.rpy,Phase 2,not started,1,14,85,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/map.rpy,Phase 2,not started,1,1,2,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/money_statement.rpy,Phase 2,not started,1,4,5,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/movie_progress.rpy,Phase 2,not started,1,6,11,french,deutsch;french,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/music_player.rpy,Phase 2,not started,1,3,7,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/neutral_characters.rpy,Phase 2,not started,1,1,2,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/others.rpy,Phase 2,not started,1,19,139,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/phone.rpy,Phase 2,not started,1,12,18,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/pirates_movie.rpy,Phase 2,not started,1,8,15,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/quests.rpy,Phase 2,not started,1,6,14,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/renovation.rpy,Phase 2,not started,2,6,9,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/sandbox.rpy,Phase 2,not started,1,3,6,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/save.rpy,Phase 2,not started,1,12,69,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/scifi_movie.rpy,Phase 2,not started,1,1,2,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/screens.rpy,Phase 2,not started,1,137,350,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/sm_website.rpy,Phase 2,not started,2,13,16,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/studio_laptop.rpy,Phase 2,not started,1,1,3,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/topics.rpy,Phase 2,not started,1,1,1,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/ui.rpy,Phase 2,not started,1,4,7,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/vn_mode.rpy,Phase 2,not started,3,3,12,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/renpy/screens/wait.rpy,Phase 2,not started,1,4,10,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/arj/sm1cs-arj001.rpy,Phase 5,not started,114,114,993,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/arj/sm1cs-arj001i.rpy,Phase 5,not started,18,18,69,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/arj/sm1cs-arj002.rpy,Phase 5,not started,334,341,2320,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/arj/sm1cs-arj002i.rpy,Phase 5,not started,9,9,94,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/arj/sm1cs-arj003.rpy,Phase 5,not started,174,178,1526,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/bg/sm1cs-bg001.rpy,Phase 5,not started,185,186,1849,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/bg/sm1cs-bg002.rpy,Phase 5,not started,263,264,1763,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/bg/sm1cs-bg002i.rpy,Phase 5,not started,5,5,41,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/bg/sm1cs-bg003.rpy,Phase 5,not started,324,330,2147,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/bg/sm1cs-bg003i.rpy,Phase 5,not started,8,8,23,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/bg/sm1cs-bg004.rpy,Phase 5,not started,262,262,1522,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/bg/sm1cs-bg005.rpy,Phase 5,not started,204,210,1401,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/bg/sm1cs-bg005i.rpy,Phase 5,not started,11,11,50,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/cs/sm1cs-cs001.rpy,Phase 5,not started,34,34,246,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc-renovation.rpy,Phase 5,not started,102,102,951,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc-renovation_i.rpy,Phase 5,not started,14,14,97,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc001i.rpy,Phase 5,not started,8,8,63,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc002.rpy,Phase 5,not started,86,89,779,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc003.rpy,Phase 5,not started,107,108,975,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc003i.rpy,Phase 5,not started,10,10,74,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc004.rpy,Phase 5,not started,14,14,138,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc004i.rpy,Phase 5,not started,3,3,7,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc005i.rpy,Phase 5,not started,9,9,44,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc006.rpy,Phase 5,not started,158,160,1335,portuguese,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc006i.rpy,Phase 5,not started,21,21,125,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc007.rpy,Phase 5,not started,134,135,1107,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc008.rpy,Phase 5,not started,174,174,1135,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc009.rpy,Phase 5,not started,285,285,2121,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc009i.rpy,Phase 5,not started,19,19,109,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc010.rpy,Phase 5,not started,409,410,2222,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/dc/sm1cs-dc010i.rpy,Phase 5,not started,15,15,92,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/kv/sm1cs-kv-renovation.rpy,Phase 5,not started,70,70,638,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/kv/sm1cs-kv000i.rpy,Phase 5,not started,16,16,141,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/kv/sm1cs-kv001.rpy,Phase 5,not started,84,88,781,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/kv/sm1cs-kv002.rpy,Phase 5,not started,93,96,736,chinese,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/kv/sm1cs-kv003.rpy,Phase 5,not started,166,166,1269,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/kv/sm1cs-kv004.rpy,Phase 5,not started,199,202,1746,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/kv/sm1cs-kv004_1i.rpy,Phase 5,not started,16,16,104,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/kv/sm1cs-kv005.rpy,Phase 5,not started,210,210,1905,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mas/sm1cs-mas001.rpy,Phase 5,not started,37,38,260,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mas/sm1cs-mas002.rpy,Phase 5,not started,75,75,476,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mas/sm1cs-mas003.rpy,Phase 5,not started,283,290,1690,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mas/sm1cs-mas004.rpy,Phase 5,not started,252,260,1715,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mas/sm1cs-mas004i.rpy,Phase 5,not started,5,5,18,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mes/sm1cs-mes-r1.rpy,Phase 5,not started,286,298,2068,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mes/sm1cs-mes-r1i.rpy,Phase 5,not started,2,2,10,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mes/sm1cs-mes001.rpy,Phase 5,not started,175,175,2385,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mes/sm1cs-mes002i.rpy,Phase 5,not started,33,33,289,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mes/sm1cs-mes003.rpy,Phase 5,not started,287,293,1827,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mes/sm1cs-mes004.rpy,Phase 5,not started,170,179,1099,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mes/sm1cs-mes005.rpy,Phase 5,not started,214,216,1617,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mes/sm1cs-mes006.rpy,Phase 5,not started,599,614,3733,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mes/sm1cs-mes007.rpy,Phase 5,not started,203,217,1170,spanish,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh001i.rpy,Phase 5,not started,18,18,150,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh002-00i.rpy,Phase 5,not started,4,4,20,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh002.rpy,Phase 5,not started,66,66,724,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh003.rpy,Phase 5,not started,138,141,1324,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh003_01i.rpy,Phase 5,not started,24,24,237,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh003i.rpy,Phase 5,not started,3,3,23,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh004.rpy,Phase 5,not started,91,91,714,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh004_01i.rpy,Phase 5,not started,20,20,155,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh004i.rpy,Phase 5,not started,13,13,92,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh005.rpy,Phase 5,not started,159,162,1251,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh005i.rpy,Phase 5,not started,8,8,51,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh006.rpy,Phase 5,not started,231,233,1898,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh006i.rpy,Phase 5,not started,8,8,37,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh007.rpy,Phase 5,not started,239,241,1511,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,yes,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh008.rpy,Phase 5,not started,391,392,3215,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh009.rpy,Phase 5,not started,402,406,3528,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh010.rpy,Phase 5,not started,118,119,931,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/mh/sm1cs-mh010i.rpy,Phase 5,not started,22,22,105,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/my/sm1cs-my001.rpy,Phase 5,not started,225,226,2087,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/my/sm1cs-my001i.rpy,Phase 5,not started,3,3,17,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/my/sm1cs-my002.rpy,Phase 5,not started,214,225,1809,french,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/my/sm1cs-my002i.rpy,Phase 5,not started,6,6,48,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/my/sm1cs-my003.rpy,Phase 5,not started,273,274,1896,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
code/scenes/character_scenes/my/sm1cs-my003i.rpy,Phase 5,not started,5,5,44,deutsch,deutsch;italian;french;spanish;portuguese;turkish;chinese,no,cbb9016479fa95aca7c6ad58593fdf63093d7659,
