relative_path,reference_language,translation_block_count,string_dialogue_count,source_fingerprint_sha256
code/scenes/character_scenes/mh/sm1cs-mh001i.rpy,deutsch,18,18,0bbcf613f868b0eb47a51ad42a05ada80cc238d953fe9e5a6d1c39bc158c4691
code/scenes/character_scenes/mh/sm1cs-mh002-00i.rpy,deutsch,4,4,38bd18c5080c6ed535e5217c7a0a708950b2936dfe6b5972342efb06b1e638fb
code/scenes/character_scenes/mh/sm1cs-mh002.rpy,deutsch,66,66,f789fa86ba3c6d873fd5e9984f019b446dd602774cfcd3268fc7741afa446a53
code/scenes/character_scenes/mh/sm1cs-mh003.rpy,deutsch,138,141,8ffa0cb707334be13e0c02b1cf9c33b62e86fa43d3029c4edfda2971a3267816
code/scenes/character_scenes/mh/sm1cs-mh003_01i.rpy,deutsch,24,24,eebd7faa85d2358a1c56e3c4227aed68cb01d58389bc827444b8d6e14b9e16f1
code/scenes/character_scenes/mh/sm1cs-mh003i.rpy,deutsch,3,3,13364f08aec8c613b44e8f3e4d9e5053385e09b21a9b12a3f00c816dd85f5eb0
code/scenes/character_scenes/mh/sm1cs-mh004.rpy,deutsch,91,91,ec3ae059a1fd233717f3ef82971c614c389be3e21806fe4c9e80abe520279140
code/scenes/character_scenes/mh/sm1cs-mh004_01i.rpy,deutsch,20,20,9cad1454a9eb7478fa7ad46afbdeb366bfdd0d78f4fa847a0a7a6193d3bb1048
code/scenes/character_scenes/mh/sm1cs-mh004i.rpy,deutsch,13,13,19c23ab3c98df4366449cb5dd97a89649ec9419b459c71fef5791e512bb68de9
code/scenes/character_scenes/mh/sm1cs-mh005.rpy,deutsch,159,162,9fadfdead5b256184506878ef591ed6ab169fba488ac4700abc672d708b56e16
code/scenes/character_scenes/mh/sm1cs-mh005i.rpy,deutsch,8,8,70100f7eabf7b6593315c6093c039c3fa3fa794173e5b2d7ceaf756a538ab3a5
code/scenes/character_scenes/mh/sm1cs-mh006.rpy,french,231,233,f65271c25a9e102027141da1051d45d87034c4defee21cc2bf5996d660a1af65
code/scenes/character_scenes/mh/sm1cs-mh006i.rpy,deutsch,8,8,86a695c190ab4e5fc5ff134c846525273e976f84bf00c43508df6364697599cc
code/scenes/character_scenes/mh/sm1cs-mh007.rpy,deutsch,239,241,a1e55acf54278498cd454e168a87454eb3426584bdcb3490ac77c61c84f6a6ee
code/scenes/character_scenes/mh/sm1cs-mh008.rpy,french,391,392,75494695048ad53c0b7e356bf7a53402f57c5733d5b2d6e23581c921614ab94e
code/scenes/character_scenes/mh/sm1cs-mh009.rpy,deutsch,402,406,c1a6747bcd4e95c9f7775c96c1f3346f80830fb554284508afc6a70073aa870a
code/scenes/character_scenes/mh/sm1cs-mh010.rpy,deutsch,118,119,0dfc8a714ab4435babb17a5504c63af7d096ecdcea80eb1b44a2ab50cd763dcc
code/scenes/character_scenes/mh/sm1cs-mh010i.rpy,deutsch,22,22,0118b318e349834d5c6a78104e37dcabfcbd60de3cc4f7335e6e72792fb64a12
code/scenes/character_scenes/my/sm1cs-my001.rpy,french,225,226,425457638709dd66be8d68bef8fabab9bc928be906bde784effd727238cb52fe
code/scenes/character_scenes/my/sm1cs-my001i.rpy,deutsch,3,3,c1d47fb8c84c0bf7ff0c430bb3dfc2e9533449f4d31424536a2d02055f774f4a
code/scenes/character_scenes/my/sm1cs-my002.rpy,french,214,225,b775c7309b2cdb05d2caa0f05feeafc91d86e3fc724702acb933b1321fb3b6b1
code/scenes/character_scenes/my/sm1cs-my002i.rpy,deutsch,6,6,0faca6579657102655b166df0f927f1fa91d5a993982f8b8da5923f5b1be06cf
code/scenes/character_scenes/my/sm1cs-my003.rpy,deutsch,273,274,9a2fc98b9983d8c000c7857065f717e4b30ce5d8ea765ca3e1fe6876cb2bdf46
code/scenes/character_scenes/my/sm1cs-my003i.rpy,deutsch,5,5,6f9c01ba761e6260c276a357d0c0616bbb7bc5d25cf8b1beaabd0bc5bf9ac316
code/scenes/character_scenes/my/sm1cs-my004.rpy,french,291,294,8c69b9b4343351e435678943ef783794a3c84537f32efc9537a5ec4e259e44ee
code/scenes/character_scenes/my/sm1cs-my004i.rpy,deutsch,7,7,32c9bacc677e219ef271ba0155b9bdc218d064f637fd419ddc35a90d198aee3a
code/scenes/character_scenes/my/sm1cs-my005.rpy,deutsch,220,222,619e6aaaad66da392fb05f8a9f62b5ec26f27190dd3aa7937890fccbbd18edc3
code/scenes/character_scenes/my/sm1cs-my005i.rpy,deutsch,8,8,3583e6673597feaed570c019b21030253335c8e1f48946f9cd675ef34a912357
code/scenes/character_scenes/my/sm1cs-my006.rpy,spanish,395,396,d478b5fa2b39181a229bfa4bba16ea874cfee8a3cd3129b957d217928641e1a3
code/scenes/character_scenes/nr/sm1cs-nr001i.rpy,deutsch,9,9,7e036c43a799082af8de0caf3eb9d1a0c5461d8622fea6065b3d4835dad0c5e4
code/scenes/character_scenes/rd/sm1cs_rd001i.rpy,deutsch,3,3,252e87c08f977c8ec678ef199f45336dfa028a0ca8f34bb751821dfb9b59275b
code/scenes/character_scenes/sy/sm1cs-sy001.rpy,deutsch,125,129,b3c7af02c0a694330a6f6b52026ef6dc3bee0807706a06e98cbc848df6606b1a
code/scenes/character_scenes/sy/sm1cs-sy001i.rpy,deutsch,16,16,239067144960d71d77dde27a9ba342b0f0214a5c155f354b522071ca2786933e
code/scenes/character_scenes/sy/sm1cs-sy002.rpy,deutsch,209,209,99c74c3c702120e091baca1034eba3afc6159ea6dbfffa85842b0df1b4b035fe
code/scenes/character_scenes/sy/sm1cs-sy002i.rpy,deutsch,27,27,7babb386240dd536d6f0663f7db7809baf5628940f2134cc2bf62953fc060987
code/scenes/character_scenes/sy/sm1cs-sy003.rpy,deutsch,163,163,e98556cd73c9022f5c629c2396f8f686fdf4de56b9bac7237a3cf4fac6c2677c
code/scenes/character_scenes/sy/sm1cs-sy003i.rpy,deutsch,11,12,1058e5493e63b45e4956ac4bb11a69516ac538d159690e63349a29d5fbf4c7ec
code/scenes/cross_characters/sm1xc_ns_tl_001.rpy,spanish,113,113,eb94d44e95a184eb110e5b1c05112892c1a481e86601fc0b4b6597a3e662addb
code/scenes/cross_characters/sm1xc_ns_tl_001i.rpy,deutsch,15,15,e21d5204696318c04fa9806dde326baefd289888f0ebcc8d6a4d08086b6080e9
code/scenes/it_office/ag/sm1cs-ag001.rpy,french,127,136,79efd77f552b43fcc45afa6fbe4c5e82cbbc22b22a424c097931ddeac341845a
code/scenes/it_office/ag/sm1cs-ag002.rpy,deutsch,106,108,62ddacebb4bb060df5590b2148d9fa928243c0f0f8fbe33f0f92b5e77125c19c
code/scenes/it_office/ag/sm1cs-ag002i.rpy,deutsch,6,6,da83988bc398904d85b2383cda20298a5d805d7f5546bc04dad79704ea032f21
code/scenes/it_office/ag/sm1cs-ag003.rpy,deutsch,136,136,43012f9334c35760cf138285c891dc65050e1740968d1347603eccaa964da3e4
code/scenes/it_office/ag/sm1cs-ag003i.rpy,deutsch,6,6,e0384c28d3eec831fec425fa8ed1501552669f22a092cf5ad98589e2a20866e7
code/scenes/it_office/am/sm1cs-am-renovation.rpy,french,114,126,d5c3f9963b9541a690930e562d121b1a18f1cb623c6018c09a1d20ad9e6c9098
code/scenes/it_office/am/sm1cs-am001.rpy,french,149,156,18ebfc4d254f7675406d98edbb712aa136c522fad79e6a4de9c41acee99814ce
code/scenes/it_office/am/sm1cs-am002.rpy,french,97,103,0751d13e04f2cc2e6bd3a873d696c0f0b78ce4bea58d9f8d6d254c7e1bfddedc
code/scenes/it_office/am/sm1cs-am003.rpy,french,145,150,19fb43ded1442d30a128631d34cc821eb4db575dd09d5a5b87753f89942f0ee8
code/scenes/it_office/am/sm1cs-am004.rpy,french,273,290,f97ae7e2c6aed42a3078fd4c90aca3e5e1225142eca6f225bb54b4da5a5435f1
code/scenes/it_office/am/sm1cs-am004i.rpy,deutsch,14,15,41dbd3dd43bdf883f039dd28e57ecad67ba938ecdc7a5084f60acfb2920473a4
code/scenes/it_office/am/sm1cs-am005.rpy,french,179,194,aaaf6a794b967051ac4b898fa8f6fb4b0faa2f184b8b7fa35f54a87f9680a698
code/scenes/it_office/am/sm1cs-am005b.rpy,deutsch,9,9,737642b7fca79ab323a87edb40d715fb87c69a1bf312fed3b4f0ef4cc8f8014a
code/scenes/it_office/am/sm1cs-am006.rpy,french,210,224,c587094afe95b1d56830708bad61e42c5eecd801b666f3824da896f40774a4af
code/scenes/it_office/am/sm1cs-am007.rpy,french,437,463,2539c498b76365edd642944fbffac28901263b15a55a159dd61711b13fe8c060
code/scenes/it_office/am/sm1cs-am008.rpy,spanish,482,496,bf7f98858d220c1721e5936bce89632826f1a24c00ac9f9efc99b8e39932078e
code/scenes/it_office/cw/sm1cs-cw001.rpy,deutsch,114,125,9323ef54d5d691aeaab9349558a29bd7b431de44b2d9784cbf4495e4f66e8cf0
code/scenes/it_office/cw/sm1cs-cw001i.rpy,deutsch,3,3,178e7139ea648fcef86fe5750889a372c40607fb854111c98ce0b1c6f8098b73
code/scenes/it_office/cw/sm1cs-cw002.rpy,french,41,42,5f2fd8bcc2318f01c4f3e4ce07c6e58f6bb8c1a6a0dca916483d5d39f4170ba1
code/scenes/it_office/cw/sm1cs-cw002_2.rpy,french,150,157,6ccad5e65bed5fcf5337772d9efd6c6ee154e4c9cb718cc3d95c0a9f5f1cb8fc
code/scenes/it_office/cw/sm1cs-cw003.rpy,deutsch,78,79,ad224d552c13ff0e2869a427fd84aa06192cff08bbbcb39b24b9e5e4867669df
code/scenes/it_office/cw/sm1cs-cw003i.rpy,deutsch,2,2,1df280fbd2a3877014c62dd53517932e09a167530e0b912de79c9cd7556220e0
code/scenes/it_office/cw/sm1cs-cw004.rpy,turkish,330,339,7a52dbef83b362f9bd558183bb132d1c97a8e4e48842da362a46603a448291b9
code/scenes/it_office/cw/sm1cs-cw004i.rpy,deutsch,8,8,42871af3bc18794a8762e08c2cc6e8ec49e2f5f338e4d98d72234ed481f7b42f
code/scenes/it_office/cw/sm1cs-cw005.rpy,deutsch,422,435,591cf89906ec29ecb786239e12869ddfa63520cd8563a9607a890dce82af914f
code/scenes/it_office/cw/sm1cs-cw006.rpy,spanish,291,307,e724bed9598df93015b822d64931e706e41f3ed2ae1ef6d20506370dc2cfeea6
code/scenes/it_office/cw/sm1cs-cw006_onramp.rpy,deutsch,6,6,190d67212393a66624a49d9792c9d28fafd12e7ae1c97cfb9bd2007726e835e4
code/scenes/it_office/ns/sm1cs-ns-renovation.rpy,deutsch,65,65,6a5a42f8cbf1e847d69aa0ef26406405aad731c2222ec1a86c6ba064f06771bc
code/scenes/it_office/ns/sm1cs-ns001.rpy,deutsch,99,101,5ba3ca9c3dbc8b49952ea5d1e9f693a64338adb90408e52564321f9c2edac17b
code/scenes/it_office/ns/sm1cs-ns002.rpy,french,136,138,cfd777725afca26ff7d963e4a09ad3440b23dd3968b2ea9b7221dd7cc31f81dd
code/scenes/it_office/ns/sm1cs-ns003.rpy,deutsch,177,183,60cb3d83ea3849e99f4eabb097ff3c3b04ef4854983e480dcfc09cfe27c6cce0
code/scenes/it_office/ns/sm1cs-ns004.rpy,deutsch,160,164,f10e338bfe77c69183f9703c73ee1b6ed94f8d51a2d816e3b1e6c6fdea67b674
code/scenes/it_office/ns/sm1cs-ns005.rpy,spanish,192,194,41398e936da9ada7823a5b6dfc36110595e8bed92e4ad19712f46cf46da72601
code/scenes/it_office/ns/sm1cs-ns006.rpy,deutsch,124,125,9b85911a88865df8510cfde6e0d7789432826975c80ab52a9a7d11bebf8de6d7
code/scenes/it_office/ns/sm1cs-ns007.rpy,deutsch,332,339,a3719eca20b1a9f8c0066a37ead9a2e11cf9d2726a1fb8a0d61de3e74262abee
code/scenes/it_office/ns/sm1cs-ns007i.rpy,deutsch,19,19,110d4184f8d7d74627fc02128da336565faa01067c672d3aad09c6e2d429a2f4
code/scenes/it_office/ns/sm1cs-ns008.rpy,deutsch,95,95,8c9d211062299a7e200d756fa28fe30d12d3a4c726c62c7fe986c0fd1f9a5749
code/scenes/it_office/ns/sm1cs-ns009.rpy,french,223,230,f5f9bc923f06c60fd66b01a1b66e69389fc4277881092e8f8358be5a2ea8d7aa
code/scenes/it_office/ns/sm1cs-ns010.rpy,deutsch,137,137,7b80b8fcf10f6465fa4bf1bf6664788815046df262819467ecbc226591f21b7a
code/scenes/it_office/ns/sm1cs-ns010i.rpy,deutsch,47,47,d76c91d4c208b564a667153e9822c287fc5b59f93d631fcd4c3ae0a1d25df3d5
code/scenes/it_office/ns/sm1cs-ns011.rpy,deutsch,191,193,3a23e0a4879f8643fd9a3da3f25365af40a8d4bf2221780db3850c7b57347bf7
code/scenes/it_office/ns/sm1cs-ns011i.rpy,deutsch,9,9,8186a20f91dd457cf5bbfc99d1f4b3057683167dfc55b9787d962ff55a1e50fd
code/scenes/it_office/ns/sm1cs-ns012.rpy,deutsch,313,332,9b2c271125fd2bb70d62590f914cd983e20bf9482a2e8637388746a0e89772eb
code/scenes/it_office/ns/sm1cs-ns012i.rpy,deutsch,11,12,cc36c124c39d4a3798c5f048e7f46df076f10aee1fc7d4ee6e9a529cd9fc37df
code/scenes/it_office/ns/sm1cs-ns013.rpy,deutsch,400,409,fb88131ba4c275c0916b50a8ef9d5e6ddd78df107b00baf75e17d3de0ad76a3d
code/scenes/it_office/ns/sm1cs-ns013i.rpy,deutsch,4,4,9714dad3eaa162b7a8b9ec56ac7770178984e6587d0c1ef500994b9df1218cef
code/scenes/it_office/ns/sm1cs-ns014.rpy,deutsch,199,209,d237b1bb1812a8e5fb2f2e16ea3b3c30f264bfe42f04703de02b164ac23cfc00
code/scenes/it_office/sm1fs-i001.rpy,deutsch,104,105,14766357dac8ebb3cf50b1169e80a813ca32ce7f5662909c41dd7dde11e56766
code/scenes/it_office/sm1fs-i002.rpy,deutsch,103,110,8e4f319c983703abb24d030795b07e18c7f5036237b5b72a63d1362242bd92c3
code/scenes/it_office/sm1fs-i003.rpy,deutsch,169,171,f5b095de1e6d9ae50de24b445441150f09badde20cf3dfcc32980a5b64b5a186
code/scenes/it_office/sm1fs-i004.rpy,french,122,128,ba786c8fa46e722a57756197a24cc3c17c9aa8aeab0e1c8236f002bbb94a0e61
code/scenes/it_office/sm1fs-i005.rpy,deutsch,269,272,96e617b3e903ffa0717255c67809053817f8f4cd394788328e96e02c79f3f844
code/scenes/main_story/sm1ms001-02.rpy,deutsch,14,14,10456589c78e534dfd106a93c063030f7287479cee40dd7571bc35a45d078ff7
code/scenes/main_story/sm1ms001.rpy,deutsch,89,89,574a46ed83ee991dbea882465a6506e318b8af45142486b7023136c17f062f27
code/scenes/main_story/sm1ms002.rpy,french,41,42,3020e5a83dcb750456ae3d1f325506e0e6aa3a813bab1602fd7bf278d2943e21
code/scenes/main_story/sm1ms002_it.rpy,spanish,56,57,2b37890bbabddc301f0c92eda23c09fe367970dabcd5096c01bd44454a2304ee
code/scenes/main_story/sm1ms002_t.rpy,deutsch,41,41,c042c12924817a443bab55ab1491d50eefc2b8546ed8145fa28317962c38b8e5
code/scenes/main_story/sm1ms003.rpy,deutsch,102,108,f003759fadbd543bea47efe488f2fb059e15844d29bd5430fbc67ce78ad4d044
code/scenes/main_story/sm1ms004.rpy,deutsch,100,100,15cb1e1c09b4e82aad5f375fef9f40dfad99810e22167fdcdb98e9b4b228d16b
code/scenes/main_story/sm1ms005.rpy,deutsch,148,151,f2dd885c37a7077d7feff09ba753d49b72bee79d6e28bcf88c3a1a80e63e1ac3
code/scenes/main_story/sm1ms005_01i.rpy,deutsch,8,8,8da7bfa79f972f73118343fb8d23bc5ae3515c49b76a24ff0cc625adf7084e18
code/scenes/main_story/sm1ms005_02i.rpy,deutsch,11,13,a2ddfb27649e836274e60aaec048958d17a768ea8f230459ad52f026b4671334
code/scenes/main_story/sm1ms006.rpy,deutsch,116,116,982753e6de77935888e4fdf6c92a9dd573f05ea47d7311c5284e352edc97eb02
code/scenes/main_story/sm1ms007.rpy,deutsch,98,101,a66f804d41814045103b4a6029a11ab49965ca485db28a94a715d9d0540d9880
code/scenes/main_story/sm1ms007_01i.rpy,deutsch,6,7,e6c8934c9c2fe5f3492ae73b618ade3a172cb2ca399b9450da02d125e5fccd12
code/scenes/main_story/sm1ms008.rpy,french,153,158,a6603f618660dba419e5051402d05f4c7d74a2c262259b3790ecdf37c7de780c
code/scenes/main_story/sm1ms008_01i.rpy,deutsch,11,11,f9211c1721db40548916ba8ab108d2e183acb002ec131aae47edff8472dd4e93
code/scenes/main_story/sm1ms009.rpy,french,469,470,07fdc2d5346a0afe3ddad17e7e99813a3a9b2c8cc89aa4296d1b9f609a355355
code/scenes/main_story/sm1ms009_01i.rpy,deutsch,4,4,36e86be78ec7be515d4d96e4c270703bd16af5c7525d4e2bd8983f11b17f2a65
code/scenes/main_story/sm1ms010.rpy,french,196,207,680f33917779dab2b73f95529dea6a193cdc23fef1dcea8c5f9ba8b4229d5b07
code/scenes/main_story/sm1ms010i.rpy,deutsch,4,4,8bc0dc0e29f7b8a2cc80b34416629f15a5fda275d79f232f212f7b86b4d473e3
code/scenes/main_story/sm1ms011-01i.rpy,spanish,42,45,cdf19ae00e493b95a0f022d0e87f6da1a079113484856a020b343e3812eb07c0
code/scenes/main_story/sm1ms011-02i.rpy,deutsch,51,51,114c2f7b57f28f9e6542c8e1e5104cdc1b82fd44cf2527de5fc7647356fe11ed
code/scenes/main_story/sm1ms011.rpy,deutsch,14,14,547564ff018ef5fa8c1cf2d3dd250009532b80cee602ec7c47dbc9ef961e2e84
code/scenes/main_story/sm1ms011_it.rpy,spanish,82,89,3f30c4cbfbeb517b6fe45dd5cb54069adf8bc071a37ded59e132c17f188bb568
code/scenes/main_story/sm1ms011_t.rpy,deutsch,57,57,ff3a799300fa2bec827e3a76f840a0fc25bf66cabbd1d527fa2ab25dda65e5b2
code/scenes/main_story/sm1ms012.rpy,deutsch,123,123,6fc150c5212de04ee9ce22993c48d47bb8eb08a0ae4d434f87d669f815fda35b
code/scenes/main_story/sm1ms012i.rpy,deutsch,7,7,bc565394b55be24f2f8edf6002b4a9fbae1ee443c074444e5a312fdb47ab92b3
code/scenes/main_story/sm1ms013.rpy,deutsch,210,210,12f9327708ef2040879eb26056efd9efb5d8b7ec3384626db1822661ccd0b6ef
code/scenes/main_story/sm1ms013i.rpy,deutsch,12,12,7927b1d79750166e1363f05f67cbc7c450d87ebb8b45571df6969685ee763df4
code/scenes/main_story/sm1ms014.rpy,deutsch,177,178,f7b4e249cfdb054c7cad0cfd82a3a1fca2d8c0c8c989feaf4b54b1299b25b562
code/scenes/main_story/sm1ms014i.rpy,deutsch,2,2,29e5e3facc745e555107dfeb726cf67960a14c1eb2c9da76cad9ada86019cc86
code/scenes/main_story/sm1ms015.rpy,deutsch,151,151,2637b747c773dc3f85aabc80c24f98604c90fc2633ff3be263d24c505ce770fa
code/scenes/main_story/sm1ms016.rpy,deutsch,148,148,9c32d7e8a3b945dc0d64fbcd8d66d0a7c38c2bf3a7e6bee9c76138a92385aec4
code/scenes/main_story/sm1ms017.rpy,deutsch,114,114,2ed014702d2524aa1186bed45678bc1a555fb1ad95076ecf45602e951d42a12b
code/scenes/main_story/sm1ms018.rpy,deutsch,114,114,c1bb3b04da053900458cea499a10b8725c7732c50834a153e3352ea7bb0bb4dc
code/scenes/main_story/sm1ms019.rpy,italian,190,191,5a6424b2cf4e10f165fe98ad38c2a1ed13f6b8d15b52e3aa2e2d7a0adbcabe45
code/scenes/main_story/sm1ms019i.rpy,deutsch,3,3,a19353d286fae022e01815f308932c3fb527e5aae55630cb3d213d18f17b30f5
code/scenes/main_story/sm1ms020.rpy,deutsch,215,220,c0e1cc1b426bd8c43537bdd6060d6f0df5ba00b6e2231e3a337d44b6b6776ffa
code/scenes/main_story/sm1ms021.rpy,deutsch,108,108,785dd4585cf5363df34e15df1ad346187fdd325788c6fc696c16a9d82265c300
code/scenes/main_story/sm1ms021i.rpy,deutsch,13,13,fa0651e23dbca46eb971b30807ed961f5cc400e0ab205b537018a5fd52e93bf8
code/scenes/main_story/sm1ms022.rpy,deutsch,284,284,39a482780ac84b9d751a813dda3455fd297481804da0e5a4c9542b4802685f15
code/scenes/main_story/sm1ms022i.rpy,turkish,11,13,c02096b3d70e0f0d1c0de0da2788be319d4c42ddc305420977455329183467b4
code/scenes/main_story/sm1ms023.rpy,deutsch,52,55,84b304bf57640c6b1efcef3fcf47af3f0adff7def2c89a3c3b7c6d78bb8ef42f
code/scenes/main_story/sm1ms023_02.rpy,deutsch,65,65,8ead9260b9e250bd8b7818284541dd065366e56d2e5f75de9fb74d9157516882
code/scenes/main_story/sm1ms023_02i.rpy,deutsch,6,6,e9c3768b3d48aed741e9e25e72d3f08d6fba22f08ffa6b9efae607e6c1d8e8b2
code/scenes/main_story/sm1ms023i.rpy,deutsch,4,4,bd81337d2b4ee2e02ec8add9791de6da86cbd0a581cf3edddb8f397ae7e1e1ae
code/scenes/main_story/sm1ms024.rpy,deutsch,140,140,12c41f88a4e63138731d37492f7ed308d4f8ff76d858206b280a7fbb3c8903fd
code/scenes/main_story/sm1ms024i.rpy,deutsch,5,5,bcd6def0c8219698e5d30ef1ab46f66770a56a85e3bcfd21340af07d30545c9b
code/scenes/main_story/sm1ms025.rpy,deutsch,147,147,8bd3f51bef4cbadbe513bdb58086d4348feb47e11db417c88587f417dc3ca3b7
code/scenes/main_story/sm1ms025i.rpy,deutsch,4,4,678b70038b8f4e4de7bc3c4858273ee25b42b2ed04fcaa28a5b26913adebe49a
code/scenes/main_story/sm1ms026.rpy,french,148,155,f724b9f81a9e43a2da60d08a1a280e2e890062b42ab1ef175cf8540e8c28d805
code/scenes/main_story/sm1ms026i.rpy,french,13,20,1311d4b879bbc6c957e9506c0629b53ea9dd6cad8b9898a087235e743e2f64a6
code/scenes/main_story/sm1ms027.rpy,deutsch,63,63,26c6db393aa2df4ae0e36e7ed4420c623b0331afe5799b607b175b1a937c7c32
code/scenes/main_story/sm1ms028.rpy,chinese,166,170,8b3782a049100e5bf20506674ac00597fb6f1c1d8408a82f9d421cf5bc28be63
code/scenes/main_story/sm1ms029.rpy,deutsch,1134,1150,10e795e7eacd46979643da7e67254e019e303538e3300b8455ef7fbf9f05e22c
code/scenes/main_story/sm1ms029_1.rpy,turkish,275,275,4347b41fcdacb1119dd509cbad599f64df0e975d4e00b7b670628e582846a53e
code/scenes/main_story/sm1ms029_2.rpy,turkish,279,279,68a0614c03ec20a26b3e97f576e53c76492c4600cb27872df1dd158472c604cb
code/scenes/main_story/sm1ms029_3.rpy,turkish,275,275,506d186b171961a72d98be1184065bb505aeb37b478f7f7510b9963301a16504
code/scenes/main_story/sm1ms029_4.rpy,chinese,280,296,281f428af34ebab296a9f3831ef6ceccaea5aa74a2168287a0af8a377a65aa89
code/scenes/main_story/sm1ms029i.rpy,deutsch,6,6,073c4d22f3afa6ecec246b320015af0f91197aee82088f732ea7d4421b643f46
code/scenes/main_story/sm1ms030.rpy,spanish,132,132,64ba63190d34baa3608caa1af2d397615641aec191ae8d4125584707d3c0e0dc
code/scenes/movies/movie01/sm1mv01s01.rpy,deutsch,157,157,d0023d1da5a0cbf77a37b79c00d105963bff726348a6e04cbb0a4a1ba0d0d7b2
code/scenes/movies/movie01/sm1mv01s02.rpy,deutsch,333,336,32b58c940d73e72933bb1ce8d8f80bbca305b8d8c69befe21a35628829e0d6c9
code/scenes/movies/movie01/sm1mv01s02i.rpy,deutsch,9,9,8dcd42e76ad922c86e8312444bce86706bdc2f581f83e76513a2d1b50e208dbe
code/scenes/movies/movie01/sm1mv01s03_1.rpy,deutsch,74,74,190a456df20e62be999ca28c95a6b35e37e1fe8be255fc573c9756f4cf69705e
code/scenes/movies/movie01/sm1mv01s03_1i.rpy,deutsch,8,8,0e318db409808cfab18803bd58fa32af6b8f6ab0346eaba1cd6165e960fe6725
code/scenes/movies/movie01/sm1mv01s03_2.rpy,spanish,332,338,9be388f06fcdcdc5f491e5ab9ee8f471453785a3f0015694c891a0d53c475b83
code/scenes/movies/movie01/sm1mv01s04.rpy,spanish,130,130,e43e6ed46e83e214b9c5d40a96fc01b7dac252c5db6e23e7840babe9668f9d35
code/scenes/movies/movie01/sm1mv01s04_2i.rpy,deutsch,3,3,b1f364c1246716422698bf67148a5ada40140cbb121a85219b2977bc59f74709
code/scenes/movies/movie01/sm1mv01s04i.rpy,deutsch,13,13,bdac523dd08f46207a619408f707b188ff33fa09b96840fef2ba735875dd5c72
code/scenes/movies/movie01/sm1mv01s05.rpy,deutsch,264,269,c0bfd1a32c8622fe03ece81248912decc75bb19117aa86ebb3e05a6ec460df11
code/scenes/movies/movie01/sm1mv01s05i.rpy,deutsch,6,6,d0250b4385f8d1cbaaa0946b418cdc451d34a594f2b657b57d7abe80cfbc8826
code/scenes/movies/movie01/sm1mv01s06.rpy,deutsch,273,275,65833cf7dd9e08e15a102c654e91cb96512a5017da74ded1c172f6954376c499
code/scenes/movies/movie01/sm1mv01s06i.rpy,deutsch,5,5,83f765577798efb435f83d446e854bcb68afe9563d11219519c73041332c9541
code/scenes/movies/movie01/sm1mv01s07.rpy,deutsch,40,40,93cc000c7ae4ed82d9457b660636f8a64d7baaea8f882fa79535fff76f6671e8
code/scenes/movies/movie01/sm1mv01s07_2.rpy,deutsch,152,157,f593366162d9c854dd0c975cff64af57755f8813a63849a3b82a8b1b2d69eab2
code/scenes/movies/movie01/sm1mv01s07i.rpy,deutsch,4,4,4777f50b7e59cedbf6fde8940f5dc64e41721af1c142808f87973d6a3348f28a
code/scenes/movies/movie01/sm1mv01s08.rpy,deutsch,300,300,d356daf0fa23b726f3fda1aae56be71fa2665d331e5ccc38c62570824b97b92e
code/scenes/movies/movie01/sm1mv01s09.rpy,portuguese,326,326,6b98885e59974695b844dcb6c5ba65401739a5957f8fd82d740f212edfb241a8
code/scenes/movies/movie01/sm1mv01s10.rpy,deutsch,138,138,7d8b4321b33a80f6f539b737bc0021c0167b589008e8da3ddcb0723aa8cf007a
code/scenes/movies/movie01/sm1mv01s11i.rpy,deutsch,19,19,6bb6ff5a88185b7e321d4db5798eba08349f7468cfe74c9a700c725fb8a85594
code/scenes/movies/movie02/sm1mv02s01.rpy,deutsch,93,97,a3765fd4bbbd306a044062861ee800f2e36f1706833adfa5d18f2849e9a2cd70
code/scenes/movies/movie02/sm1mv02s02.rpy,deutsch,75,75,57ae3d8b11acb979067c87429711c9df0f692cefa0e5c5e5e366937a5be8a2d4
code/scenes/movies/movie02/sm1mv02s02_01i.rpy,deutsch,15,15,a472435e682dbc5f8ad57fa1cf9343ee7c11a6abd8cdfddababbf2202385f199
code/scenes/movies/movie02/sm1mv02s02_02i.rpy,deutsch,19,19,d063a7ab1be163dbdc416ad5d41aed858f676646b52821b6c5f9d326dc356236
code/scenes/movies/movie02/sm1mv02s02i.rpy,deutsch,8,8,a461bc03c9f370f47b2d90577f771f20764e08a1fc4ee40332c589bffc160ac0
code/scenes/movies/movie02/sm1mv02s03_1.rpy,deutsch,91,91,f59315aab8d8762dc7bcad9f5efbf5335a0fbb6b6290e470d075150063114da4
code/scenes/movies/movie02/sm1mv02s03_1i.rpy,deutsch,2,2,18d7692611fb102d5082bb34dce990662702619c93b32c9db88fc609cbf2274d
code/scenes/movies/movie02/sm1mv02s03_2.rpy,deutsch,93,93,854ba7de21591a1ae0b614c7176747752add3b954571a8d190cb6d2da4e25719
code/scenes/movies/movie02/sm1mv02s03_2i.rpy,deutsch,4,4,5d5b7b2833d86fa80c0addd0bca59472486d313efae9db59907819c730b6b440
code/scenes/movies/movie02/sm1mv02s03i.rpy,deutsch,8,8,64cc8202a6c59222a1598c2a811e930dda13bdeaef7f1b1e830084d72dd3f724
